Subject,Subtopic,Q_No,Difficulty,Question,Option_A,Option_B,Option_C,Option_D,Answer
Physics,Vernier caliper,67,Hard,"For a Vernier with LC = 0.02 mm, the possible readings near 5 mm are","5.00, 5.02, 5.04 only","5.00, 5.01, 5.02, 5.03","5.00, 5.02, 5.04, 5.06...","5.0, 5.1, 5.2",C
Physics,Vernier caliper,68,Hard,"In measuring a sphere's diameter with outer jaws, the reading is overestimated if the jaws are",Tilted,Perpendicular,Exactly aligned,Closed partially,A
Physics,Vernier caliper,69,Hard,"Difference between Vernier caliper and micrometer screw gauge (MSc): LC of VC = 0.1mm, LC of MSG = 0.01mm. The ratio of their LC is",1:10,10:1,1:100,100:1,B
Physics,Vernier caliper,70,Hard,"If MSR = 4.5 cm, coinciding division = 0 (i.e., 0th line coincides), reading = ?",4.50 cm,4.5 cm + 0 = 4.50 cm,0 cm,Cannot determine,A
Physics,Vernier caliper,71,Hard,"Vernier caliper depth reading: MSR = 10 mm, 8th division coincides, LC = 0.1 mm, zero error = +0.2 mm. Correct depth = ?",10.6 mm,11.0 mm,10.8 mm,10.4 mm,A
Physics,Vernier caliper,72,Hard,"In vernier caliper, if 19 VSD = 20 MSD (unusual), then",LC is negative (error in scale),It's a retrograde vernier,Cannot make measurements,Scale is inverted,B
Physics,Vernier caliper,73,Hard,"A vernier with 25 VSD, MSD = 1mm, 25 VSD = 24 MSD. LC and 1 VSD are","0.04 mm, 0.96 mm","0.4 mm, 0.96 mm","0.04 mm, 0.04 mm","0.4 mm, 0.4 mm",A
Physics,Vernier caliper,74,Hard,"Three readings with Vernier: 3.42, 3.43, 3.41 cm. MSR reported as 3.4 cm each time. The varying part comes from",Different MSR,Different Vernier coinciding division,Zero error change,Temperature effects,B
Physics,Vernier caliper,75,Hard,A student takes VC reading with positive zero error of 0.04 cm but forgets to subtract. His reading is,0.04 cm larger than actual,0.04 cm smaller than actual,Correct,0.4 cm larger,A
Physics,Vernier caliper,76,Easy But Tricky,The least count of Vernier caliper is 0.1 mm. This means it can measure,Exactly 0.1 mm,Values in multiples of 0.1 mm,Values less than 0.1 mm,All of the above,B
Physics,Vernier caliper,77,Easy But Tricky,"If zero error is zero, the Vernier caliper",Is perfectly accurate,Needs no correction for zero error,Is always reliable,Both A and B,B
Physics,Vernier caliper,78,Easy But Tricky,MSR = 2.3 cm means,Total reading is 2.3 cm,Reading before Vernier coincidence is 2.3 cm,Vernier reads 2.3 cm,Diameter is 2.3 cm,B
Physics,Vernier caliper,79,Easy But Tricky,"If 10 VSD = 9 MSD, the Vernier scale is",Longer than main scale,Shorter than main scale,Same length as main scale,Not comparable,B
Physics,Vernier caliper,80,Easy But Tricky,A Vernier with positive zero error reads less than actual. True or false?,True,False,Only sometimes,Depends on measurement,B
Physics,Vernier caliper,81,Easy But Tricky,The inner jaws of Vernier caliper measure,External diameter,Internal diameter only,Both internal and external,Volume,B
Physics,Vernier caliper,82,Easy But Tricky,"Total reading = MSR + (n x LC). If n = 0 (zero coincides), VSR =",0,LC,MSR,Cannot tell,A
Physics,Vernier caliper,83,Easy But Tricky,"To check for zero error, one should",Measure a known length,Close the jaws and check if reading is zero,Open jaws fully,Take 10 readings,B
Physics,Vernier caliper,84,Easy But Tricky,Vernier scale was invented to improve,Speed of measurement,Accuracy of measurement,Range of measurement,Ease of measurement,B
Physics,Vernier caliper,85,Easy But Tricky,A Vernier caliper with LC = 0.01 cm can measure with uncertainty of,± 0.01 cm,± 0.005 cm,± 0.1 cm,± 0.001 cm,B
Physics,Vernier caliper,86,Easy But Tricky,"If MSR = 3.5 cm but jaws are tilted, the reading will be",3.5 cm,Greater than 3.5 cm,Less than 3.5 cm,Cannot determine,B
Physics,Vernier caliper,87,Easy But Tricky,Correcting for negative zero error means,Subtracting the error,Adding the absolute value of error,Ignoring the error,Multiplying reading,B
Physics,Vernier caliper,88,Easy But Tricky,The number of divisions on a Vernier scale determines,Range,Least count,Maximum reading,Zero error,B
Physics,Vernier caliper,89,Easy But Tricky,"If coincidence is at 10th division of a 10-division Vernier, the reading is",10 x LC,MSR + 10 x LC,10 x MSR,0,B
Physics,Vernier caliper,90,Easy But Tricky,A Vernier caliper reading of 2.35 cm has,2 significant figures,3 significant figures,4 significant figures,5 significant figures,C
Physics,Vernier caliper,91,Easy But Tricky,The depth probe reads directly from the,Main scale only,Vernier scale only,Combined main + Vernier scales,A separate scale,C
Physics,Vernier caliper,92,Easy But Tricky,Both MSR and VSR must be read in,Same units,Different units,"MSR in cm, VSR in mm",Any units,A
Physics,Vernier caliper,93,Easy But Tricky,A Vernier caliper cannot measure,Length of a rod,Internal diameter,Mass,Depth of a hole,C
Physics,Vernier caliper,94,Easy But Tricky,"For a Vernier with n divisions, the value of each division is",(n-1)/n MSD,(n+1)/n MSD,1/n MSD,n/MSD,A
Physics,Vernier caliper,95,Easy But Tricky,The main scale of Vernier caliper typically reads up to,10 cm,15 cm,30 cm,Depends on the instrument,D
Physics,Vernier caliper,96,Easy But Tricky,Vernier reading is taken by finding which Vernier line,Is at the start,Coincides exactly with a main scale line,Is at the end,Is nearest to a main scale line,B
Physics,Vernier caliper,97,Easy But Tricky,"If zero error = +0.06 cm and 5th division coincides with LC=0.02cm, Vernier reading before zero correction is",0.10 cm,0.16 cm,0.04 cm,0.06 cm,A
Physics,Vernier caliper,98,Easy But Tricky,Vernier calipers are suitable for measuring,Very large distances,Distances in range of cm with precision of 0.01cm,Atomic distances,Distances in km,B
Physics,Vernier caliper,99,Easy But Tricky,"In a Vernier caliper, 0th division always aligns when",Any measurement is made,Jaws are at zero error,Jaws are fully open,Coincidence varies each time,D
Physics,Vernier caliper,100,Easy But Tricky,The term 'Vernier coincidence' refers to,MSR alignment,The division on Vernier scale that aligns with any main scale line,The zero line alignment,The last main scale line,B
Physics,Micrometer screw gauge,1,Easy,A micrometer screw gauge is used to measure,Very large lengths,Very small lengths with high precision,Temperature,Mass,B
Physics,Micrometer screw gauge,2,Easy,The least count of a micrometer screw gauge is,0.1 mm,0.01 mm,0.001 mm,1 mm,B
Physics,Micrometer screw gauge,3,Easy,The pitch of a micrometer screw gauge is,Distance the screw advances in one revolution,Number of threads per cm,Length of the screw,Radius of the screw,A
Physics,Micrometer screw gauge,4,Easy,"Least count = Pitch / Number of divisions on thimble. If pitch = 0.5 mm and 50 divisions, LC = ?",0.01 mm,0.1 mm,0.001 mm,0.05 mm,A
Physics,Micrometer screw gauge,5,Easy,The sleeve (barrel) of a micrometer is the,Rotating part,Fixed part with main scale,Measuring surface,Lock nut,B
Physics,Micrometer screw gauge,6,Easy,The thimble of a micrometer is the,Fixed part,Rotating part with circular scale,Frame,Ratchet,B
Physics,Micrometer screw gauge,7,Easy,The ratchet in a micrometer is used to,Lock the thimble,Apply constant pressure,Read the scale,Measure zero error,B
Physics,Micrometer screw gauge,8,Easy,The standard pitch of a laboratory micrometer is,0.5 mm,1 mm,0.25 mm,0.1 mm,A
Physics,Micrometer screw gauge,9,Easy,Zero error in micrometer occurs when,Anvil and spindle don't meet when closed,Anvil and spindle touch but scale doesn't show zero,Thimble is loose,Ratchet is broken,B
Physics,Micrometer screw gauge,10,Easy,The measuring faces of micrometer are,Sleeve and thimble,Anvil and spindle,Frame and thimble,Barrel and ratchet,B
Physics,Micrometer screw gauge,11,Easy,The range of measurement of a standard laboratory micrometer is,0-1 cm,0-2.5 cm,0-5 cm,0-25 cm,B
Physics,Micrometer screw gauge,12,Easy,Total reading of micrometer = MSR + thimble reading. MSR is read from,Thimble scale,Sleeve scale,Circular scale,Ratchet,B
Physics,Micrometer screw gauge,13,Easy,1 complete rotation of thimble in micrometer with pitch = 0.5 mm advances spindle by,1 mm,0.25 mm,0.5 mm,2 mm,C
Physics,Micrometer screw gauge,14,Easy,The micrometer gives readings accurate up to,0.1 mm,0.01 mm,0.001 mm,1 mm,B
Physics,Micrometer screw gauge,15,Easy,The circular scale on the thimble has how many divisions (standard)?,25,50,100,10,B
Physics,Micrometer screw gauge,16,Easy,Micrometer screw gauge works on the principle of,Lever,Screw,Pulley,Gear,B
Physics,Micrometer screw gauge,17,Easy,"If 5th division of thimble coincides with reference line and LC = 0.01 mm, circular scale reading is",0.05 mm,0.5 mm,5 mm,0.005 mm,A
Physics,Micrometer screw gauge,18,Easy,The anvil in a micrometer is,Fixed jaw,Moving jaw,Measuring scale,Locking device,A
Physics,Micrometer screw gauge,19,Easy,The spindle in a micrometer is,Fixed measuring surface,Moving measuring surface,The sleeve,The frame,B
Physics,Micrometer screw gauge,20,Easy,MSR in a micrometer is read as,Nearest mm graduation visible,Nearest half-mm graduation visible,Full mm plus any half-mm visible,The thimble graduation,C
Physics,Micrometer screw gauge,21,Easy,"If pitch = 1 mm and thimble has 100 divisions, LC = ?",0.001 mm,0.01 mm,0.1 mm,1 mm,B
Physics,Micrometer screw gauge,22,Easy,The frame of a micrometer is,C-shaped,L-shaped,I-shaped,Round,A
Physics,Micrometer screw gauge,23,Easy,"A micrometer reading: MSR = 7.5 mm and thimble = 25. With LC = 0.01 mm, total reading = ?",7.75 mm,7.525 mm,7.25 mm,7.5 mm,A
Physics,Micrometer screw gauge,24,Easy,"Positive zero error of micrometer means when fully closed,",Reading is above zero,Reading is below zero,Reading is at zero,None,A
Physics,Micrometer screw gauge,25,Easy,A micrometer is more precise than Vernier caliper because,It is larger,It has a finer least count,It has more divisions,It is digital,B
Physics,Micrometer screw gauge,26,Medium,"Micrometer reading: MSR = 5.0 mm, thimble shows 22nd division. LC = 0.01 mm. Actual reading = ?",5.22 mm,5.022 mm,5.2 mm,52.2 mm,A
Physics,Micrometer screw gauge,27,Medium,"Micrometer with pitch = 0.5 mm, 50 thimble divisions. MSR = 3.5 mm, circular scale = 20. Reading = ?",3.70 mm,3.510 mm,3.60 mm,3.7 mm,A
Physics,Micrometer screw gauge,28,Medium,"If zero error = +0.05 mm and measured reading = 5.50 mm, actual reading = ?",5.45 mm,5.55 mm,5.50 mm,5.05 mm,A
Physics,Micrometer screw gauge,29,Medium,"If zero error = -0.03 mm and measured reading = 3.21 mm, actual reading = ?",3.24 mm,3.18 mm,3.21 mm,3.03 mm,A
Physics,Micrometer screw gauge,30,Medium,"A micrometer has pitch = 0.5 mm and 50 divisions on thimble. If 3 turns and 15th division is read, total advance = ?",1.65 mm,1.515 mm,1.515 mm,15.3 mm,A
Physics,Micrometer screw gauge,31,Medium,Why is a ratchet used in a micrometer?,To prevent over-tightening and ensure consistent pressure,To lock the measurement,To add more accuracy,To reduce friction,A
Physics,Micrometer screw gauge,32,Medium,The main scale (sleeve) shows only up to 0.5 mm precision. The rest of precision comes from,Ratchet,Thimble circular scale,Frame,Anvil,B
Physics,Micrometer screw gauge,33,Medium,"If 2.5 mm is shown on sleeve (including half-mm mark) and 35 is on thimble (LC=0.01mm), reading =?",2.85 mm,2.535 mm,2.85 mm,28.5 mm,A
Physics,Micrometer screw gauge,34,Medium,Backlash error in micrometer is caused by,Worn out screw thread,Temperature change,Parallax,Zero error,A
Physics,Micrometer screw gauge,35,Medium,"To check zero error, we should",Measure a known object,Close jaws without object and note reading,Use calibration gauge,None,B
Physics,Micrometer screw gauge,36,Medium,"Micrometer reading: sleeve shows 6 mm (no half-mm), thimble reads 40, LC=0.01mm. Total?",6.40 mm,6.04 mm,6.4 mm,640 mm,A
Physics,Micrometer screw gauge,37,Medium,Difference between Vernier caliper (LC=0.1mm) and micrometer (LC=0.01mm) precision ratio is,10:1,1:10,100:1,1:100,B
Physics,Micrometer screw gauge,38,Medium,"If pitch = 0.5 mm and 25 thimble divisions, LC = ?",0.02 mm,0.2 mm,2 mm,0.002 mm,A
Physics,Micrometer screw gauge,39,Medium,"Micrometer reading: 8.5 mm (MSR), 32nd thimble division, LC=0.01mm. Reading = ?",8.82 mm,8.532 mm,8.82 mm,83.2 mm,A
Physics,Micrometer screw gauge,40,Medium,A negative zero error of -0.02 mm means when jaws close the circular scale reads,48th division (for 50-div thimble),2nd division,0,50th division,A
Physics,Micrometer screw gauge,41,Medium,Thimble in micrometer has a bevel edge. The reason is,For aesthetics,For accurate alignment of reading,To reduce weight,To increase friction,B
Physics,Micrometer screw gauge,42,Medium,"If a wire diameter is measured 5 times: 0.50, 0.51, 0.50, 0.49, 0.50 mm, the best estimate is",0.50 mm,0.505 mm,0.51 mm,0.49 mm,A
Physics,Micrometer screw gauge,43,Medium,"LC = Pitch / No. of thimble divisions. If we double the no. of thimble divisions keeping pitch same, LC",Doubles,Halves,Remains same,Quadruples,B
Physics,Micrometer screw gauge,44,Medium,The sleeve of a micrometer shows 15 mm and 0.5 mm extra. Thimble reads 10. LC=0.01mm. Reading=?,15.60 mm,15.510 mm,15.10 mm,15.6 mm,A
Physics,Micrometer screw gauge,45,Medium,A micrometer cannot measure,Internal diameter easily,External diameter,Wire diameter,Thickness of a plate,A
Physics,Micrometer screw gauge,46,Medium,The pitch scale line on the sleeve is used to,Read the thimble scale,Align circular scale,Act as a datum line for thimble reading,Measure pitch,C
Physics,Micrometer screw gauge,47,Medium,"If thimble reads 0 and sleeve reads 7.0 mm, total reading = ?",7.00 mm,7 mm,Both same,0.70 mm,A
Physics,Micrometer screw gauge,48,Medium,"For a micrometer of pitch 0.5 mm with 50 divisions: if 25 divisions rotate, the advance is",0.25 mm,0.025 mm,25 mm,2.5 mm,A
Physics,Micrometer screw gauge,49,Medium,"Repeating a measurement with micrometer 3 times gets 3.45, 3.46, 3.44 mm. Mean error is",0.01 mm,0.1 mm,0.001 mm,0,A
Physics,Micrometer screw gauge,50,Medium,A micrometer reads 7.83 mm with zero error of +0.03 mm. Actual reading = ?,7.80 mm,7.86 mm,7.83 mm,7.8 mm,A
Physics,Micrometer screw gauge,51,Hard,"Micrometer: pitch=0.5mm, 50 divisions. MSR shows 4.5mm (half mm visible). Circular scale = 36. Zero error = +0.06mm. Actual reading = ?",4.80 mm,4.86 mm,4.72 mm,4.92 mm,A
Physics,Micrometer screw gauge,52,Hard,"A micrometer has pitch = 1mm and 100 thimble divisions. MSR = 9 mm, thimble = 56. Zero error = -0.04 mm. True reading = ?",9.60 mm,9.56 mm,9.52 mm,9.64 mm,A
Physics,Micrometer screw gauge,53,Hard,"For a micrometer with 5 readings: 2.31, 2.32, 2.30, 2.33, 2.29 mm. Mean and percentage error (approx) = ?","2.31mm, 0.65%","2.31mm, 6.5%","2.30mm, 0.65%","2.32mm, 0.5%",A
Physics,Micrometer screw gauge,54,Hard,"A wire is measured at 4 points: 0.52, 0.50, 0.53, 0.51 mm. The wire is",Uniform,Non-uniform,Cannot determine,Perfectly cylindrical,B
Physics,Micrometer screw gauge,55,Hard,Micrometer screw gauge: negative zero error of 4 divisions (LC=0.01mm). Reading is 5.20 mm. Actual length = ?,5.16 mm,5.24 mm,5.20 mm,5.04 mm,B
Physics,Micrometer screw gauge,56,Hard,"If thimble of micrometer completes 2.5 turns and each turn moves 0.5mm, spindle moves",1.25 mm,1.5 mm,2.5 mm,0.5 mm,A
Physics,Micrometer screw gauge,57,Hard,"Pitch of a screw gauge is 0.5 mm. In one full rotation, the thimble rotates by",50 divisions,25 divisions,Depends on number of divisions,360 degrees only,D
Physics,Micrometer screw gauge,58,Hard,"Zero error check: When jaws are closed, 3rd division shows (50 division thimble, pitch 0.5mm). Positive zero error = ?",0.03 mm,0.3 mm,0.003 mm,3 mm,A
